company_id,company,country,shippings,incidencias,date,days_w_shipments,last_ship,week,company_creation_date,created_months
2479,Newsport,AR,25,9,2021-02-08,5,2021-02-12,202106,2020-08-31,11
2491,Black Crown,CL,4,0,2021-02-08,3,2021-02-11,202106,2020-09-01,11
2492,JC Moda,AR,8,0,2021-02-08,4,2021-02-12,202106,2020-09-01,11
2494,L'OCCITANE EN PROVENCE,AR,77,5,2021-02-08,6,2021-02-13,202106,2020-09-01,11
2502,Carla Scombro,AR,1,0,2021-02-10,1,2021-02-10,202106,2020-09-01,11
2505,Timekol ,UY,2,0,2021-02-08,2,2021-02-10,202106,2020-09-02,11
2514,SUPERGYM,UY,22,2,2021-02-08,4,2021-02-11,202106,2020-09-03,11
2520,360ºFOTOESTUDIO,GT,1,0,2021-02-09,1,2021-02-09,202106,2020-09-03,11
2525,Spring Air,MX,5,1,2021-02-08,2,2021-02-11,202106,2020-09-03,11
2526,Todomoda/Isadora,AR,38,4,2021-02-08,6,2021-02-13,202106,2020-09-03,11
2528,CAPSLAB,AR,13,1,2021-02-08,3,2021-02-11,202106,2020-09-04,11
2533,RM Partes,CL,7,1,2021-02-08,4,2021-02-12,202106,2020-09-04,11
2534,Directa24,UY,8,0,2021-02-08,2,2021-02-11,202106,2020-09-04,11
2536,Que Regalo!,UY,5,0,2021-02-10,3,2021-02-12,202106,2020-09-04,11
2552,MOTOSHOP REPUESTOS Y ACCESORIOS,UY,12,1,2021-02-08,5,2021-02-12,202106,2020-09-07,11
2553,Activemas,UY,28,0,2021-02-08,5,2021-02-12,202106,2020-09-07,11
2557,Salon sebastian andres ,CL,17,0,2021-02-08,5,2021-02-12,202106,2020-09-07,11
2560,Matyse,GT,5,0,2021-02-08,2,2021-02-09,202106,2020-09-07,11
2581,Walrus Grow ,AR,1,0,2021-02-07,1,2021-02-07,202106,2020-09-09,11
2586,Helicia,AR,68,17,2021-02-07,6,2021-02-12,202106,2020-09-09,11
2590,TOTTO,MX,25,0,2021-02-07,7,2021-02-13,202106,2020-09-09,11
2591,arimoon store,CL,3,0,2021-02-09,2,2021-02-10,202106,2020-09-09,11
2597,CIPITRIA,AR,44,13,2021-02-07,7,2021-02-13,202106,2020-09-10,11
2598,Lalala para chicos,AR,1,1,2021-02-11,1,2021-02-11,202106,2020-09-10,11
2600,Soy Gourmet,AR,1,0,2021-02-08,1,2021-02-08,202106,2020-09-10,11
2603,For Me ,AR,1,1,2021-02-11,1,2021-02-11,202106,2020-09-11,10
2622,CHOCOLATE COLONIAL S.A.,AR,6,2,2021-02-08,4,2021-02-11,202106,2020-09-14,10
2623,EL PÉNDULO,MX,70,2,2021-02-08,5,2021-02-12,202106,2020-09-14,10
2629,Nuvatronic,AR,3,0,2021-02-10,2,2021-02-11,202106,2020-09-15,10
2632,Arlandi Shop,CL,10,0,2021-02-08,4,2021-02-11,202106,2020-09-16,10
2633,Diseños Epóxicos,CL,17,1,2021-02-08,6,2021-02-13,202106,2020-09-16,10
2641,Arcor SAIC,AR,34,15,2021-02-09,2,2021-02-11,202106,2020-09-17,10
2644,amplitud modulada,CL,4,0,2021-02-10,3,2021-02-12,202106,2020-09-17,10
2647,Libreria El sótano,MX,409,20,2021-02-07,7,2021-02-13,202106,2020-09-17,10
2648,Distribuidora Galileo,AR,3,0,2021-02-08,3,2021-02-11,202106,2020-09-17,10
2653,New Garden,AR,421,46,2021-02-08,6,2021-02-13,202106,2020-09-18,10
2658,WeArt ,MX,6,0,2021-02-08,2,2021-02-09,202106,2020-09-19,10
2664,Osde,AR,30,7,2021-02-08,2,2021-02-09,202106,2020-09-21,10
2678,D.ESHOP,MX,15,2,2021-02-08,4,2021-02-12,202106,2020-09-22,10
2684,KIGOS SPA,CL,8,1,2021-02-09,2,2021-02-12,202106,2020-09-22,10
2686,Regina Cosmetics,AR,72,10,2021-02-08,5,2021-02-12,202106,2020-09-23,10
2688,VER,AR,3,0,2021-02-09,2,2021-02-11,202106,2020-09-23,10
2694,Red Farmashop,AR,91,5,2021-02-07,7,2021-02-13,202106,2020-09-23,10
2702,Loly in the Sky,MX,90,5,2021-02-07,7,2021-02-13,202106,2020-09-24,10
2706,Love Lust,CL,1,0,2021-02-08,1,2021-02-08,202106,2020-09-25,10
2707,Chile Gatillos,CL,5,0,2021-02-08,3,2021-02-11,202106,2020-09-25,10
2724,BMB,AR,4,0,2021-02-08,3,2021-02-11,202106,2020-09-26,10
2726,VANITY SHOP,AR,2,0,2021-02-11,2,2021-02-12,202106,2020-09-26,10
2741,Mac Cosmetics,UY,6,0,2021-02-08,4,2021-02-12,202106,2020-09-29,10
2769,Essenza,GT,6,0,2021-02-08,5,2021-02-12,202106,2020-10-01,10
2777,Floresinbox,GT,51,2,2021-02-08,6,2021-02-13,202106,2020-10-01,10
2785,Maires Tech,AR,2,1,2021-02-08,2,2021-02-09,202106,2020-10-02,10
2809,Medele,AR,5,0,2021-02-09,3,2021-02-12,202106,2020-10-04,10
2812,alameda.mx,MX,1,0,2021-02-08,1,2021-02-08,202106,2020-10-05,10
2818,larelojeria.cl,CL,74,1,2021-02-07,7,2021-02-13,202106,2020-10-05,10
2824,LMG srl ,AR,30,1,2021-02-08,5,2021-02-12,202106,2020-10-06,10
2827,Cheers,CL,28,1,2021-02-08,5,2021-02-12,202106,2020-10-06,10
2833,Chango Home & Deco,AR,1,0,2021-02-10,1,2021-02-10,202106,2020-10-06,10
2856,MonkeyColor,CL,6,2,2021-02-08,3,2021-02-13,202106,2020-10-08,10
2867,Simonetta Accesorios,AR,4,0,2021-02-08,3,2021-02-10,202106,2020-10-08,10
2881,BaBay Bow Boxes,AR,2,2,2021-02-10,1,2021-02-10,202106,2020-10-09,10
2882,TENDENCYS,GT,3,0,2021-02-11,1,2021-02-11,202106,2020-10-09,10
2884,Minimax,CL,94,4,2021-02-08,6,2021-02-13,202106,2020-10-09,10
2885,E-Match,CL,18,0,2021-02-08,5,2021-02-12,202106,2020-10-09,10
2886,ByP Iluminación,CL,14,2,2021-02-10,3,2021-02-12,202106,2020-10-09,10
2891,Mano de Obra,AR,1,1,2021-02-08,1,2021-02-08,202106,2020-10-10,10
2893,ALOUD,AR,4,1,2021-02-07,4,2021-02-12,202106,2020-10-10,10
2911,doto.com.mx,MX,35,6,2021-02-07,7,2021-02-13,202106,2020-10-12,9
2924,Ananda Store,CL,6,0,2021-02-08,2,2021-02-10,202106,2020-10-13,9
2935,cliwery sa,UY,2,1,2021-02-09,2,2021-02-11,202106,2020-10-14,9
2954,LASA DISTRIBUCIONES,UY,30,3,2021-02-08,5,2021-02-12,202106,2020-10-15,9
2960,Estudio MN,AR,5,2,2021-02-11,3,2021-02-13,202106,2020-10-16,9
2961,CBC - Pepsichat,GT,2,1,2021-02-11,2,2021-02-13,202106,2020-10-16,9
2975,Interface ,AR,5,1,2021-02-07,5,2021-02-12,202106,2020-10-17,9
2997,Rossetti Deportes,AR,6,2,2021-02-08,3,2021-02-10,202106,2020-10-20,9
2999,Estudio Pelli,AR,1,0,2021-02-08,1,2021-02-08,202106,2020-10-20,9
3001,BEER COFFEE,AR,15,2,2021-02-08,4,2021-02-12,202106,2020-10-20,9
3006,Dijes COMAR,AR,7,1,2021-02-07,4,2021-02-12,202106,2020-10-21,9
3024,SUPERBOL,AR,7,2,2021-02-08,3,2021-02-11,202106,2020-10-22,9
3048,el cotillonero,AR,2,0,2021-02-08,2,2021-02-11,202106,2020-10-23,9
3049,Kinderland Juguetes,AR,89,9,2021-02-08,5,2021-02-12,202106,2020-10-23,9
3050,Editorial Albatros,AR,8,0,2021-02-08,4,2021-02-11,202106,2020-10-23,9
3060,Anabella Bertola,AR,2,0,2021-02-08,2,2021-02-09,202106,2020-10-24,9
3061,Kifki,AR,1,0,2021-02-09,1,2021-02-09,202106,2020-10-24,9
3074,Mr Click,PE,22,1,2021-02-08,5,2021-02-12,202106,2020-10-26,9
3098,Provan Ltda,CL,5,0,2021-02-08,4,2021-02-12,202106,2020-10-27,9
3117,Oportutek Mexico ,MX,4,3,2021-02-09,3,2021-02-12,202106,2020-10-29,9
3146,Pura Soap,AR,1,0,2021-02-07,1,2021-02-07,202106,2020-11-02,9
3161,DELTA CENTER,UY,32,1,2021-02-08,5,2021-02-12,202106,2020-11-04,9
3163,conex,CL,7,0,2021-02-07,5,2021-02-12,202106,2020-11-04,9
3170,2de6,AR,3,0,2021-02-08,3,2021-02-13,202106,2020-11-04,9
3174,Mundo Puzzle,CL,1,0,2021-02-08,1,2021-02-08,202106,2020-11-05,9
3179,Sunglass Hut,MX,2,0,2021-02-11,1,2021-02-11,202106,2020-11-05,9
3186,Daniella Guadalupe,UY,1,0,2021-02-11,1,2021-02-11,202106,2020-11-06,9
3195,ALIEN STORE URUGUAY,UY,44,3,2021-02-08,5,2021-02-12,202106,2020-11-08,9
3197,PREMTECS,UY,1,0,2021-02-11,1,2021-02-11,202106,2020-11-09,9
3204,Comercial Parada ,CL,25,2,2021-02-08,2,2021-02-12,202106,2020-11-10,8
3208,Veterinaria Totoro,CL,3,0,2021-02-11,2,2021-02-12,202106,2020-11-10,8
3211,Hechizo Bijou,AR,3,0,2021-02-08,3,2021-02-13,202106,2020-11-10,8
3213,Adagio Teas,CL,414,5,2021-02-07,7,2021-02-13,202106,2020-11-10,8
3215,Big Bang Spa,CL,23,1,2021-02-09,2,2021-02-12,202106,2020-11-10,8
3221,ACO MAQUINARIAS SA,CL,1,0,2021-02-08,1,2021-02-08,202106,2020-11-11,8
3232,Boost,CL,1,0,2021-02-12,1,2021-02-12,202106,2020-11-12,8
3247,Papiropia,AR,1,0,2021-02-09,1,2021-02-09,202106,2020-11-13,8
3251,HOSEFA,AR,6,3,2021-02-07,4,2021-02-13,202106,2020-11-13,8
3259,El Rey Del Entretenimiento,UY,113,11,2021-02-08,6,2021-02-13,202106,2020-11-14,8
3270,Ferretería Maracopá,UY,17,0,2021-02-08,3,2021-02-10,202106,2020-11-16,8
3273,DALTHRON,PE,2,0,2021-02-12,2,2021-02-13,202106,2020-11-16,8
3282,VENGA MADRE,AR,12,2,2021-02-08,5,2021-02-12,202106,2020-11-17,8
3283,Discovery,CL,9,0,2021-02-08,4,2021-02-12,202106,2020-11-17,8
3284,Delta Colchones y Muebles,UY,2,1,2021-02-09,2,2021-02-10,202106,2020-11-17,8
3292,Buena Tierra,GT,1,0,2021-02-08,1,2021-02-08,202106,2020-11-17,8
3308,D-Bebé ,CL,5,0,2021-02-08,3,2021-02-12,202106,2020-11-18,8
3309,Nina Gafas,AR,2,0,2021-02-07,2,2021-02-11,202106,2020-11-18,8
3333,Glowee Argentina,AR,1,0,2021-02-11,1,2021-02-11,202106,2020-11-19,8
3339,Vates SA,AR,1,0,2021-02-09,1,2021-02-09,202106,2020-11-20,8
3340,Inimini,PE,9,0,2021-02-09,3,2021-02-11,202106,2020-11-20,8
3345,ARMANI EXCHANGE,MX,21,1,2021-02-09,4,2021-02-12,202106,2020-11-20,8
3358,Daikiri,CL,50,1,2021-02-07,7,2021-02-13,202106,2020-11-23,8
3369,Movius,AR,1,1,2021-02-08,1,2021-02-08,202106,2020-11-24,8
3374,Magicsur Chile,CL,37,1,2021-02-08,6,2021-02-13,202106,2020-11-25,8
3388,BENSIMON,AR,8,0,2021-02-08,3,2021-02-12,202106,2020-11-26,8
3395,MAGMA CL,CL,8,0,2021-02-08,5,2021-02-12,202106,2020-11-27,8
3398,Juvia,AR,8,0,2021-02-07,5,2021-02-11,202106,2020-11-27,8
3415,Ionify,AR,34,2,2021-02-07,7,2021-02-13,202106,2020-11-30,8
3416,Saura,UY,4,0,2021-02-09,4,2021-02-13,202106,2020-11-30,8
3418,Pola Nola,AR,21,4,2021-02-08,5,2021-02-13,202106,2020-11-30,8
3427,NUA,PE,50,5,2021-02-08,6,2021-02-13,202106,2020-12-01,8
3449,BABY PLANET,CL,4,0,2021-02-07,3,2021-02-10,202106,2020-12-02,8
3454,Blako,AR,5,4,2021-02-08,2,2021-02-11,202106,2020-12-02,8
3460,Joyeria Pietra,AR,1,1,2021-02-11,1,2021-02-11,202106,2020-12-03,8
3477,INTIME,CL,65,1,2021-02-08,5,2021-02-12,202106,2020-12-04,8
3492,Casa del libro Mexico,MX,10,0,2021-02-07,4,2021-02-12,202106,2020-12-06,8
3505,Familia Van Waffle,PE,3,0,2021-02-07,1,2021-02-07,202106,2020-12-08,8
3510,AUTOPARTES CAMPUZANO,MX,1,0,2021-02-12,1,2021-02-12,202106,2020-12-08,8
3511,MANDY OFFICIAL,AR,24,2,2021-02-08,4,2021-02-12,202106,2020-12-09,8
3512,Coffee Culture,CL,40,0,2021-02-07,7,2021-02-13,202106,2020-12-09,8
3518,CBC - 1725,GT,9,3,2021-02-09,4,2021-02-13,202106,2020-12-09,8
3523,&Café ,GT,2,0,2021-02-11,2,2021-02-12,202106,2020-12-09,8
3529,tienda nano,AR,8,3,2021-02-08,4,2021-02-11,202106,2020-12-10,7
3540,Main Hustle,AR,24,2,2021-02-07,7,2021-02-13,202106,2020-12-10,7
3546,JUNTOZ.COM,PE,288,21,2021-02-08,6,2021-02-13,202106,2020-12-11,7
3548,Muebles Web,UY,70,4,2021-02-08,5,2021-02-12,202106,2020-12-11,7
3550,Mannheim SPA,CL,5,0,2021-02-09,4,2021-02-12,202106,2020-12-11,7
3572,Bazar MIX,UY,4,0,2021-02-08,3,2021-02-12,202106,2020-12-14,7
3583,Güima Buenos Aires ,CL,3,0,2021-02-08,1,2021-02-08,202106,2020-12-15,7
3587,BOOM Design,UY,5,1,2021-02-08,3,2021-02-12,202106,2020-12-15,7
3612,FRIOTEKA ROSARIO,AR,10,0,2021-02-08,3,2021-02-12,202106,2020-12-18,7
3627,Montblanc,MX,11,0,2021-02-08,4,2021-02-12,202106,2020-12-21,7
3634,Farmacias Meddica,CL,1,0,2021-02-12,1,2021-02-12,202106,2020-12-22,7
3639,Buena Birra Social Club,AR,1,0,2021-02-10,1,2021-02-10,202106,2020-12-22,7
3656,Vopero,UY,83,18,2021-02-07,7,2021-02-13,202106,2020-12-27,7
3661,SR FREECK,AR,3,2,2021-02-13,1,2021-02-13,202106,2020-12-28,7
3665,GROWLER STORE,AR,26,5,2021-02-07,7,2021-02-13,202106,2020-12-29,7
3668,PAMPLONA,AR,15,1,2021-02-07,5,2021-02-12,202106,2020-12-29,7
3676,Andrea Coggiola Villena,CL,10,0,2021-02-10,3,2021-02-12,202106,2020-12-30,7
3681,Jota & Co.,AR,2,1,2021-02-09,1,2021-02-09,202106,2020-12-31,7
3682,Bikinis Alba,AR,2,0,2021-02-10,1,2021-02-10,202106,2020-12-31,7
3701,Morris,AR,4,1,2021-02-07,3,2021-02-10,202106,2021-01-05,7
3702,PURINA,AR,28,3,2021-02-08,5,2021-02-12,202106,2021-01-05,7
3703,Produnatur,CL,3,0,2021-02-08,3,2021-02-12,202106,2021-01-05,7
3709,Comercial La Principal,PE,5,0,2021-02-08,2,2021-02-09,202106,2021-01-05,7
3711,Nanotech,CL,9,0,2021-02-08,5,2021-02-12,202106,2021-01-06,7
3714,Colorido Chile,CL,8,0,2021-02-08,4,2021-02-11,202106,2021-01-06,7
3718,BCNLLAVES,CL,24,2,2021-02-08,5,2021-02-12,202106,2021-01-06,7
3722,Cuerpoybellezachile,CL,5,0,2021-02-08,4,2021-02-12,202106,2021-01-06,7
3730,nueva gaia ,AR,5,0,2021-02-07,3,2021-02-13,202106,2021-01-07,7
3738,Cultura Carnica,AR,2,0,2021-02-07,2,2021-02-12,202106,2021-01-08,7
3740,TuProductoUY,UY,42,4,2021-02-08,5,2021-02-12,202106,2021-01-08,7
3743,Ritualitos,AR,1,0,2021-02-07,1,2021-02-07,202106,2021-01-08,7
3744,VERO ALFIE,AR,4,1,2021-02-10,3,2021-02-13,202106,2021-01-08,7
3751,MAGNOS.UY,UY,1,0,2021-02-09,1,2021-02-09,202106,2021-01-11,6
3754,JET STORE,MX,10,0,2021-02-07,6,2021-02-12,202106,2021-01-11,6
3756,Bou ,CL,1,0,2021-02-11,1,2021-02-11,202106,2021-01-11,6
3769,Tolkir S.A,UY,8,0,2021-02-08,4,2021-02-11,202106,2021-01-12,6
3771,Saccum,UY,6,0,2021-02-08,2,2021-02-09,202106,2021-01-12,6
3777,Sedería Eiffel,AR,1,0,2021-02-11,1,2021-02-11,202106,2021-01-13,6
3778,DKN PERFUMERIA SPA,CL,44,1,2021-02-08,5,2021-02-12,202106,2021-01-13,6
3786,ivmedical,CL,46,1,2021-02-07,7,2021-02-13,202106,2021-01-14,6
3789,Pelucas Maribel,AR,5,1,2021-02-08,3,2021-02-10,202106,2021-01-14,6
3790,FOOTLOOSE,PE,154,20,2021-02-08,6,2021-02-13,202106,2021-01-14,6
3793,RECHILERO,GT,4,1,2021-02-08,3,2021-02-12,202106,2021-01-15,6
3797,Purina® Dog Chow®,AR,95,8,2021-02-08,2,2021-02-09,202106,2021-01-15,6
3821,PRINSEL,MX,9,0,2021-02-08,4,2021-02-12,202106,2021-01-18,6
3835,San Andres Suplementos deportivos,AR,1,1,2021-02-09,1,2021-02-09,202106,2021-01-20,6
3839,Canasta Rosa,MX,30,0,2021-02-08,6,2021-02-13,202106,2021-01-20,6
3850,Eggless,CL,1,0,2021-02-11,1,2021-02-11,202106,2021-01-21,6
3852,CGB,CL,3,0,2021-02-08,2,2021-02-11,202106,2021-01-21,6
3855,Todonovedad Spa,CL,39,6,2021-02-08,5,2021-02-12,202106,2021-01-22,6
3861,QUECOMPRAR,UY,7,1,2021-02-08,4,2021-02-12,202106,2021-01-23,6
3865,Unum,AR,5,1,2021-02-07,4,2021-02-12,202106,2021-01-24,6
3872,deleite.shop,MX,44,0,2021-02-08,6,2021-02-13,202106,2021-01-25,6
3883,TRAIL SPORTS,CL,12,1,2021-02-08,4,2021-02-11,202106,2021-01-27,6
3892,mispa,CL,63,21,2021-02-07,7,2021-02-13,202106,2021-01-28,6
3906,LIDER ESTANT SRL,AR,2,0,2021-02-08,2,2021-02-10,202106,2021-01-29,6
3909,Thomson Reuters,MX,1,0,2021-02-12,1,2021-02-12,202106,2021-01-29,6
3912,Come Bien,MX,5,0,2021-02-08,1,2021-02-08,202106,2021-01-29,6
3925,GIN FEVER ,PE,11,4,2021-02-08,5,2021-02-12,202106,2021-02-01,6
3927,PROASSA,PE,1,0,2021-02-13,1,2021-02-13,202106,2021-02-01,6
3932,FRIOTEKA FUNES,AR,7,0,2021-02-09,2,2021-02-12,202106,2021-02-02,6
3948,Ualá,MX,2,0,2021-02-08,1,2021-02-08,202106,2021-02-04,6
3953,DALFAMAR SA,UY,8,0,2021-02-08,3,2021-02-10,202106,2021-02-04,6
3954,USN,UY,1,0,2021-02-08,1,2021-02-08,202106,2021-02-04,6
3956,Alocata Oficial,AR,3,2,2021-02-11,2,2021-02-12,202106,2021-02-04,6
3957,SEKAI DECO HOME,AR,1,0,2021-02-12,1,2021-02-12,202106,2021-02-04,6
3963,SPACEZAT TECHNOLOGY,CL,26,0,2021-02-09,1,2021-02-09,202106,2021-02-05,6
3976,perro amor,CL,5,0,2021-02-12,1,2021-02-12,202106,2021-02-08,5
3977,PARISINA,AR,2,0,2021-02-08,2,2021-02-10,202106,2021-02-08,5
3987,Papa de los Helados,MX,2,0,2021-02-09,2,2021-02-10,202106,2021-02-09,5
3988,AEROPOST,PE,10,0,2021-02-12,1,2021-02-12,202106,2021-02-09,5
3989,GUESS,PE,3,0,2021-02-12,1,2021-02-12,202106,2021-02-09,5
3994,Bierful,AR,82,24,2021-02-10,1,2021-02-10,202106,2021-02-10,5
3997,Ofertasghio,CL,10,1,2021-02-12,1,2021-02-12,202106,2021-02-10,5
4000,TIGRE Y TITAN,AR,2,1,2021-02-12,1,2021-02-12,202106,2021-02-10,5
4002,JPC,PE,95,4,2021-02-11,1,2021-02-11,202106,2021-02-10,5
4019,PENA ECHEVERRIA SEBASTIAN,UY,1,0,2021-02-12,1,2021-02-12,202106,2021-02-12,5
4024,FUJIFILM DE MEXICO ,MX,1,1,2021-02-12,1,2021-02-12,202106,2021-02-12,5
1,MOOVA INC,AR,7,0,2021-02-17,4,2021-02-20,202107,2019-07-05,25
2,OXA Pharma,AR,42,3,2021-02-17,3,2021-02-19,202107,2019-07-05,25
10,Apio Verde,AR,42,2,2021-02-16,5,2021-02-20,202107,2019-07-18,25
11,Jugueterias Carrousel,AR,62,7,2021-02-15,6,2021-02-20,202107,2019-07-18,25
12,Estate Pipes,AR,40,2,2021-02-14,7,2021-02-20,202107,2019-07-19,24
13,Lumi,AR,8,0,2021-02-17,3,2021-02-19,202107,2019-07-19,24
22,Point Sports,AR,3,0,2021-02-17,1,2021-02-17,202107,2019-07-20,24
34,Ikitoi,AR,7,0,2021-02-17,3,2021-02-19,202107,2019-07-20,24
37,Complot,AR,26,4,2021-02-17,3,2021-02-19,202107,2019-07-20,24
38,TuTecno,AR,3,0,2021-02-18,2,2021-02-19,202107,2019-07-20,24
41,Turquesa,AR,4,0,2021-02-17,1,2021-02-17,202107,2019-07-20,24
42,Fashion Cook,AR,2,0,2021-02-18,1,2021-02-18,202107,2019-07-20,24
49,Luvre,AR,2,1,2021-02-17,2,2021-02-18,202107,2019-07-22,24
54,Guima,AR,62,3,2021-02-16,5,2021-02-20,202107,2019-07-22,24
61,Casa Rincon,AR,2,2,2021-02-19,1,2021-02-19,202107,2019-07-23,24
64,Lentes Plus,AR,95,7,2021-02-17,3,2021-02-19,202107,2019-07-23,24
65,Viamo,AR,34,4,2021-02-15,6,2021-02-20,202107,2019-07-24,24
81,Adriana Constantini,AR,4,0,2021-02-17,3,2021-02-19,202107,2019-09-06,23
135,Farmacias La Santé,AR,8,0,2021-02-17,3,2021-02-19,202107,2019-09-17,22
150,Tienda Rodelu,AR,3,2,2021-02-17,2,2021-02-18,202107,2019-10-08,22
162,GMRA / Samsung,AR,1868,152,2021-02-14,7,2021-02-20,202107,2019-10-14,22
180,Mercado PAX,AR,4,1,2021-02-17,3,2021-02-20,202107,2019-10-23,21
184,Praxis Juridica Libros,AR,5,0,2021-02-14,4,2021-02-18,202107,2019-10-24,21
205,La Macarena,AR,1,0,2021-02-19,1,2021-02-19,202107,2019-11-15,21
219,El Mundo del LIbro,AR,5,0,2021-02-18,2,2021-02-19,202107,2019-12-02,20
223,Tate ,AR,1,0,2021-02-19,1,2021-02-19,202107,2019-12-03,20
224,Elyon importaciones,AR,2,0,2021-02-17,2,2021-02-18,202107,2019-12-04,20
228,Macu Shop,AR,15,4,2021-02-14,5,2021-02-20,202107,2019-12-05,20
235,DINMEC Seguridad,AR,3,0,2021-02-19,1,2021-02-19,202107,2019-12-11,20
247,Nutrisuple,AR,27,2,2021-02-17,3,2021-02-19,202107,2019-12-16,19
253,WIRTZ ,AR,1,0,2021-02-19,1,2021-02-19,202107,2019-12-19,19
262,Elepants S.R.L,AR,2,1,2021-02-16,2,2021-02-20,202107,2019-12-23,19
267,LA NORIA REVESTIMIENTOS,AR,9,1,2021-02-17,3,2021-02-19,202107,2020-01-09,19
284,EL DON,AR,18,5,2021-02-17,3,2021-02-19,202107,2020-01-17,18
289,Tienda Diderot,AR,2,0,2021-02-16,2,2021-02-18,202107,2020-01-23,18
294,Vanesa Duran SA,AR,1,0,2021-02-15,1,2021-02-15,202107,2020-01-29,18
306,Metrica Home,AR,3,2,2021-02-17,3,2021-02-19,202107,2020-02-10,18
317,Sierra Mora,UY,58,13,2021-02-17,3,2021-02-19,202107,2020-02-13,18
332,PINK LADY,UY,10,1,2021-02-16,4,2021-02-19,202107,2020-02-19,17
335,Daniel Hechter,AR,21,4,2021-02-17,3,2021-02-19,202107,2020-02-19,17
337,Wassarette Lingerie,AR,19,3,2021-02-14,6,2021-02-20,202107,2020-02-20,17
339,Mercado PAX,UY,7,0,2021-02-17,3,2021-02-19,202107,2020-02-20,17
341,ECOMERCIAL,UY,24,0,2021-02-17,3,2021-02-19,202107,2020-02-22,17
343,KEL EDICIONES,AR,150,15,2021-02-16,5,2021-02-20,202107,2020-02-25,17
346,Loi Chile,CL,388,6,2021-02-15,5,2021-02-19,202107,2020-02-26,17
347,OTERO RUBEN DANIEL,AR,8,0,2021-02-17,2,2021-02-19,202107,2020-02-26,17
348,SunBuddy,AR,2,0,2021-02-14,2,2021-02-15,202107,2020-02-26,17
350,FUSCANET,UY,2,1,2021-02-18,1,2021-02-18,202107,2020-02-27,17
351,Cheeky / Como Quieres,AR,122,14,2021-02-14,7,2021-02-20,202107,2020-02-27,17
352,ShopGallery,AR,11,0,2021-02-18,1,2021-02-18,202107,2020-02-27,17
354,Libreria Pocho,UY,1,0,2021-02-18,1,2021-02-18,202107,2020-02-27,17
356,MOBIDOC,UY,10,0,2021-02-17,3,2021-02-19,202107,2020-02-28,17
372,Fundación Garrahan,AR,39,5,2021-02-17,3,2021-02-19,202107,2020-03-05,17
386,Fiorani Free Shop,AR,5,0,2021-02-17,2,2021-02-18,202107,2020-03-06,17
403,LA OFERTA IRRESISTIBLE,UY,247,17,2021-02-15,6,2021-02-20,202107,2020-03-06,17
433,backupUY,UY,6,0,2021-02-17,3,2021-02-19,202107,2020-03-09,17
455,FEBO,UY,232,14,2021-02-17,3,2021-02-19,202107,2020-03-12,17
460,Rincón de vinos,AR,1,1,2021-02-18,1,2021-02-18,202107,2020-03-13,17
469,Citykids,AR,40,10,2021-02-14,7,2021-02-20,202107,2020-03-16,16
472,Markova,AR,34,7,2021-02-17,3,2021-02-19,202107,2020-03-17,16
476,deco hogar,UY,12,0,2021-02-17,3,2021-02-19,202107,2020-03-17,16
482,Overactive,UY,1,0,2021-02-17,1,2021-02-17,202107,2020-03-19,16
484,Innovative Tech,CL,30,1,2021-02-15,5,2021-02-19,202107,2020-03-20,16
486,Fernels S.A,UY,110,10,2021-02-17,3,2021-02-19,202107,2020-03-20,16
495,Beervana,CL,6,0,2021-02-15,2,2021-02-19,202107,2020-03-23,16
503,iSwitch,AR,3,0,2021-02-18,2,2021-02-20,202107,2020-03-25,16
504,Thermomix Argentina,AR,16,1,2021-02-18,2,2021-02-19,202107,2020-03-25,16
505,Guess,CL,126,42,2021-02-14,7,2021-02-20,202107,2020-03-25,16
508,MisPichos.com,AR,80,9,2021-02-16,4,2021-02-19,202107,2020-03-26,16
518,Tricot,CL,88,0,2021-02-15,5,2021-02-19,202107,2020-03-27,16
520,SBS Libreria Internacional,AR,1229,103,2021-02-14,7,2021-02-20,202107,2020-03-27,16
557,SP Nutrition,AR,4,0,2021-02-17,2,2021-02-19,202107,2020-04-02,16
558,Fiberglass Revestimientos,AR,1,0,2021-02-17,1,2021-02-17,202107,2020-04-02,16
564,Abito Wines,AR,7,1,2021-02-17,1,2021-02-17,202107,2020-04-03,16
572,jfc electronica,AR,30,11,2021-02-17,3,2021-02-19,202107,2020-04-03,16
617,CALMA CHICHA,AR,3,0,2021-02-18,2,2021-02-19,202107,2020-04-04,16
647,Joanna Braun,AR,2,0,2021-02-17,2,2021-02-18,202107,2020-04-06,16
656,fabiciclon,AR,3,0,2021-02-17,2,2021-02-18,202107,2020-04-06,16
657,Froens,CL,71,4,2021-02-14,7,2021-02-20,202107,2020-04-06,16
668,Mascotopia,CL,13,0,2021-02-15,5,2021-02-19,202107,2020-04-08,16
674,QÜEM - Alimentos congelados,AR,9,0,2021-02-17,2,2021-02-19,202107,2020-04-08,16
683,FixUP!,AR,16,2,2021-02-17,3,2021-02-19,202107,2020-04-09,16
685,Kilometro42.cl,CL,18,0,2021-02-15,4,2021-02-18,202107,2020-04-09,16
686,PETFY,CL,4,1,2021-02-14,4,2021-02-20,202107,2020-04-09,16
700,Cest fini,AR,15,3,2021-02-14,7,2021-02-20,202107,2020-04-11,16
721,Silenzio,AR,5,2,2021-02-18,2,2021-02-19,202107,2020-04-14,15
